,index,blocknum,p0vs1,p1vs0,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20,USDT-slippagemap_01,USDT-slippagemap_2,USDT-slippagemap_3,USDT-slippagemap_4,USDT-slippagemap_5,USDT-slippagemap_6,USDT-slippagemap_7,USDT-slippagemap_8,USDT-slippagemap_9,USDT-slippagemap_10,USDT-slippagemap_11,USDT-slippagemap_12,USDT-slippagemap_13,USDT-slippagemap_14,USDT-slippagemap_15,USDT-slippagemap_16,USDT-slippagemap_17,USDT-slippagemap_18,USDT-slippagemap_19,USDT-slippagemap_20
247,247,16029915.0,1.0022023115407315,0.9978025279772647,5835.071003242898,6505.967749169971,7143.598654779743,7447.378306812922,8051.873810055798,8103.893783635718,8104.200965480681,8104.812571480909,8105.420519055453,8105.723127718966,8106.3256285871275,8106.924525444408,8107.222629079615,8107.816160327887,8108.406141207027,8108.699806921543,8109.284502033711,8109.865699676503,8110.046160029301,8110.405460702525,8940.649756202398,9579.859155394914,9898.02857934926,10531.51119228611,11161.204473801516,11175.123801223699,11202.837500705718,11230.385424294514,11244.097530190336,11245.034163351353,11245.96519381823,11246.428618523003,11247.351307729206,11248.268477645239,11248.725003195797,11249.6339560273,11250.537471738011,11250.987200853626,11251.882621807586,11252.77268659117
248,248,16030522.0,1.0022023115407315,0.9978025279772647,5835.087682196298,6506.004942357057,7143.6562394903285,7447.446041497819,8051.961753573101,8104.00181509992,8104.318995814631,8104.950509790654,8105.578246258038,8105.890704932744,8106.512817401666,8107.131208547972,8107.439015554226,8108.05186643919,8108.661051389345,8108.964276019134,8109.568003148868,8110.168118965452,8110.357995926772,8110.736045282066,8940.684629665415,9579.91448164444,9898.094086067522,10531.596968550872,11161.31039836552,11175.239754696575,11202.973421965698,11230.54119389967,11244.263179400756,11245.219483082084,11246.170066405379,11246.643223634528,11247.585290519773,11248.52172220254,11248.98783538622,11249.915877414947,11250.838368136241,11251.29754215096,11252.211768115032,11253.120525422151
249,249,16031931.0,1.0003000300009999,0.9997000599900017,7019.732450289773,7690.6497104505315,8328.301007583803,8632.090809591293,9236.606521666576,9288.646583193395,9288.963763908107,9289.59527788413,9290.223014351512,9290.535473026219,9291.15758549514,9291.775976641447,9292.0837836477,9292.696634532665,9293.305819482819,9293.609044112609,9294.212771242343,9294.812887058926,9295.002764020246,9295.380813375541,7754.482127576877,8393.711979555905,8711.891583978984,9345.394466462334,9975.107896276984,9989.03725260804,10016.770919877163,10044.338691811132,10058.060677312218,10059.016980993549,10059.967564316843,10060.44072154599,10061.382788431236,10062.319220114003,10062.785333297685,10063.713375326412,10064.635866047704,10065.095040062422,10066.009266026496,10066.918023333616
250,250,16033977.0,1.0037066677766084,0.9963070208701319,4948.434034351711,5619.361416201234,6257.022774478268,6560.817584466195,7165.343267545758,7217.39324043215,7217.715354572558,7218.356691110711,7218.9941913848925,7219.311510038731,7219.943298838835,7220.571308434908,7220.883903068288,7221.50628622985,7222.124946436687,7222.432887419366,7223.046004914898,7223.655454926951,7223.849978027246,7224.237277951076,9830.056009673255,10469.295953023113,10787.480580472526,11420.993463916391,12050.71683486836,12064.651139446363,12092.394658788418,12119.97222386287,12133.699083944754,12134.665093028074,12135.625323698188,12136.103282938668,12137.054910738509,12138.000846144932,12138.47168985084,12139.409150457714,12140.341003417652,12140.804837529875,12141.728341854645,12142.646322021772
251,251,16035549.0,1.0033052854600941,0.9967056034608864,5197.69607103921,5868.6234528887335,6506.284811165769,6810.0796211536945,7414.605304233259,7466.65527711965,7466.977391260058,7467.618727798211,7468.256228072392,7468.573546726231,7469.205335526335,7469.833345122408,7470.145939755788,7470.76832291735,7471.386983124187,7471.694924106866,7472.308041602398,7472.917491614451,7473.112014714746,7473.499314638576,9579.904856112938,10219.144799462796,10537.329426912209,11170.842310356074,11800.565681308044,11814.499985886046,11842.243505228102,11869.821070302552,11883.547930384437,11884.513939467757,11885.474170137872,11885.952129378351,11886.903757178192,11887.849692584614,11888.320536290523,11889.257996897397,11890.189849857336,11890.653683969558,11891.577188294328,11892.495168461455
252,252,16036814.0,1.0027035129267554,0.9973037763487392,5582.02277190384,6252.950153753363,6890.6115120303975,7194.406322018324,7798.932005097889,7850.98197798428,7851.3040921246875,7851.945428662841,7852.582928937022,7852.900247590861,7853.532036390965,7854.160045987038,7854.472640620418,7855.09502378198,7855.713683988817,7856.021624971496,7856.6347424670275,7857.244192479081,7857.438715579376,7857.826015503206,9194.409993345153,9833.649936695012,10151.834564144423,10785.347447588289,11415.070818540258,11429.005123118262,11456.748642460318,11484.326207534768,11498.05306761665,11499.019076699973,11499.979307370086,11500.457266610567,11501.408894410408,11502.35482981683,11502.825673522739,11503.763134129611,11504.694987089551,11505.158821201772,11506.082325526544,11507.000305693671
253,253,16047122.0,0.9997000599900016,1.0003000300009999,3743.245314772479,7689.275950704206,8338.025120710588,8656.377611338079,9263.057235051552,9590.762124893152,9616.74807729196,9617.39134069143,9618.030756191056,9618.349028244704,9618.982715130694,9619.612611473201,9619.92614529472,9620.550398291321,9621.170917179394,9621.479783296498,9622.094742846604,9622.706023850502,9623.01029178676,9623.39875530855,7746.527988124677,8383.853182131834,8701.084730643608,9332.700018518113,9661.023741105671,9674.916307380827,9702.576725041721,9730.071685604062,9730.555414616816,9731.51853016096,9732.475884597976,9732.952412176903,9733.901189509304,9734.844291510148,9735.31372487052,9736.248377450449,9737.177439189181,9737.63988394697,9738.560622047828,9739.475852539095
254,254,16056649.0,0.9990005497800716,1.001000450120021,4192.784474748265,8138.815110679991,8787.564280686374,9105.916771313865,9712.596395027338,10040.301284868938,10066.287237267747,10066.930500667217,10067.569916166842,10067.888188220488,10068.52187510648,10069.151771448987,10069.465305270503,10070.089558267107,10070.710077155178,10071.018943272284,10071.63390282239,10072.245183826288,10072.549451762547,10072.937915284336,7297.251235375428,7934.576429382585,8251.80797789436,8883.423265768864,9211.746988356423,9225.639554631578,9253.299972292472,9280.794932854813,9281.278661867567,9282.241777411711,9283.199131848727,9283.675659427654,9284.624436760056,9285.567538760899,9286.036972121272,9286.9716247012,9287.900686439934,9288.363131197722,9289.28386929858,9290.199099789847
255,255,16057167.0,1.0023025317718857,0.9977027577014944,5822.103050087163,6493.040581131446,7130.712027893705,7434.511859471405,8039.047540651756,8091.10745183214,8091.434512804977,8092.085698598369,8092.732989212788,8093.0551810529,8093.696672479908,8094.334326664175,8094.6517219352045,8095.283663277612,8095.9118244904275,8096.224494642826,8096.847028022759,8097.46583759624,8097.665019461532,8098.061595092598,8953.750230068752,9593.000292213046,9911.189956339016,10544.71286792131,11174.44620702594,11188.385473297902,11216.138871486193,11243.726256314281,11257.458004223781,11258.433745083817,11259.403649317706,11259.88642361913,11260.84763831564,11261.803103272374,11262.278690355848,11263.225595136137,11264.166835776889,11264.635342650568,11265.568150550262,11266.495378640799
256,256,16060818.0,1.0014009103641,0.9986010494402381,6368.888915952659,7039.826446996942,7677.497893759201,7981.297725336901,8585.833406517251,8637.893317697635,8638.220378670472,8638.871564463865,8639.518855078284,8639.841046918395,8640.482538345403,8641.12019252967,8641.4375878007,8642.069529143108,8642.697690355923,8643.010360508322,8643.632893888254,8644.251703461736,8644.450885327027,8644.847460958094,8405.944035515,9045.194097659294,9363.383761785264,9996.906673367557,10626.640012472188,10640.579278744151,10668.332676932441,10695.92006176053,10709.651809670031,10710.627550530065,10711.597454763956,10712.080229065377,10713.041443761887,10713.996908718622,10714.472495802096,10715.419400582385,10716.360641223137,10716.829148096816,10717.761955996511,10718.689184087047
257,257,16062074.0,1.0009003600840125,0.9991004498350495,6670.40670001266,7341.344231056943,7979.015677819202,8282.815509396902,8887.351190577254,8939.411101757636,8939.738162730473,8940.389348523866,8941.036639138285,8941.358830978397,8942.000322405405,8942.63797658967,8942.9553718607,8943.587313203108,8944.215474415923,8944.528144568323,8945.150677948257,8945.769487521737,8945.968669387028,8946.365245018094,8104.076000334401,8743.326062478696,9061.515726604666,9695.03863818696,10324.77197729159,10338.711243563552,10366.464641751843,10394.052026579931,10407.783774489431,10408.759515349468,10409.729419583357,10410.21219388478,10411.17340858129,10412.128873538024,10412.604460621498,10413.551365401787,10414.492606042539,10414.961112916219,10415.893920815912,10416.821148906449
258,258,16078417.0,1.001100550165033,0.9989006597141001,6552.151480129826,7223.089011174109,7860.760457936369,8164.560289514068,8769.09597069442,8821.155881874804,8821.48294284764,8822.134128641032,8822.781419255452,8823.103611095563,8823.745102522571,8824.382756706838,8824.700151977868,8825.332093320274,8825.96025453309,8826.27292468549,8826.895458065423,8827.514267638902,8827.713449504196,8828.11002513526,8222.450603564948,8861.700665709242,9179.890329835214,9813.413241417506,10443.146580522136,10457.0858467941,10484.83924498239,10512.426629810478,10526.15837771998,10527.134118580014,10528.104022813905,10528.586797115326,10529.548011811836,10530.50347676857,10530.979063852044,10531.925968632333,10532.867209273085,10533.335716146765,10534.26852404646,10535.195752136995
259,259,16080413.0,1.0009003600840125,0.9991004498350495,6660.881455616035,7331.818986660319,7969.490433422578,8273.290265000278,8877.825946180628,8929.885857361012,8930.21291833385,8930.864104127242,8931.511394741661,8931.833586581772,8932.47507800878,8933.112732193047,8933.430127464077,8934.062068806483,8934.6902300193,8935.0029001717,8935.625433551631,8936.244243125111,8936.443424990404,8936.84000062147,8113.610001556488,8752.860063700782,9071.049727826754,9704.572639409045,10334.305978513676,10348.24524478564,10375.99864297393,10403.586027802017,10417.317775711519,10418.293516571553,10419.263420805444,10419.746195106865,10420.707409803375,10421.66287476011,10422.138461843584,10423.085366623873,10424.026607264625,10424.495114138304,10425.427922038,10426.355150128535
260,260,16085354.0,1.0009003600840125,0.9991004498350495,7088.8978282608205,7990.7685198075405,8628.4399665698,8932.2397981475,9536.775479327851,9588.835390508235,9589.162451481072,9589.813637274463,9590.460927888884,9590.783119728994,9591.424611156002,9592.06226534027,9592.3796606113,9593.011601953705,9593.639763166522,9593.952433318922,9594.574966698854,9595.193776272334,9595.392958137627,9595.789533768691,8844.443184351492,9483.693246495786,9801.882910621756,10435.40582220405,11065.13916130868,11079.078427580644,11106.831825768933,11134.419210597021,11148.150958506523,11149.126699366558,11150.096603600448,11150.57937790187,11151.54059259838,11152.496057555114,11152.971644638588,11153.918549418877,11154.859790059629,11155.328296933309,11156.261104833002,11157.188332923539
261,261,16088617.0,1.0009003600840125,0.9991004498350495,9106.619185894979,11097.136947768677,11734.808394530937,12038.608226108636,12643.143907288988,12695.203818469372,12695.530879442209,12696.1820652356,12696.829355850019,12697.151547690131,12697.79303911714,12698.430693301405,12698.748088572434,12699.380029914842,12700.008191127657,12700.320861280057,12700.943394659991,12701.56220423347,12701.761386098764,12702.157961729828,12289.679899669922,12928.929961814216,13247.119625940186,13880.642537522479,14510.37587662711,14524.315142899073,14552.068541087363,14579.655925915451,14593.387673824951,14594.363414684987,14595.333318918878,14595.816093220299,14596.77730791681,14597.732772873544,14598.208359957018,14599.155264737306,14600.096505378058,14600.565012251738,14601.497820151431,14602.425048241968
262,262,16095903.0,1.0009003600840125,0.9991004498350495,7088.8978282608205,7990.7685198075405,8628.4399665698,8932.2397981475,9536.775479327851,9588.835390508235,9589.162451481072,9589.813637274463,9590.460927888884,9590.783119728994,9591.424611156002,9592.06226534027,9592.3796606113,9593.011601953705,9593.639763166522,9593.952433318922,9594.574966698854,9595.193776272334,9595.392958137627,9595.789533768691,8844.443184351492,9483.693246495786,9801.882910621756,10435.40582220405,11065.13916130868,11079.078427580644,11106.831825768933,11134.419210597021,11148.150958506523,11149.126699366558,11150.096603600448,11150.57937790187,11151.54059259838,11152.496057555114,11152.971644638588,11153.918549418877,11154.859790059629,11155.328296933309,11156.261104833002,11157.188332923539
263,263,16097260.0,1.0006001500200015,0.9994002099440127,7255.851341553838,8157.722033100558,8795.393479862818,9099.193311440518,9703.728992620869,9755.788903801253,9756.11596477409,9756.76715056748,9757.4144411819,9757.736633022012,9758.37812444902,9759.015778633287,9759.333173904317,9759.965115246723,9760.59327645954,9760.90594661194,9761.528479991872,9762.147289565351,9762.346471430645,9762.74304706171,8677.356591983016,9316.60665412731,9634.796318253282,10268.319229835573,10898.052568940204,10911.991835212168,10939.745233400457,10967.332618228545,10981.064366138047,10982.040106998082,10983.010011231972,10983.492785533394,10984.454000229904,10985.409465186638,10985.885052270112,10986.8319570504,10987.773197691153,10988.241704564833,10989.174512464528,10990.101740555063
264,264,16098593.0,1.000400060004,0.9996000999800037,7406.40517273315,8308.27586427987,8945.94731104213,9249.74714261983,9854.28282380018,9906.342734980564,9906.669795953401,9907.320981746794,9907.968272361213,9908.290464201324,9908.931955628332,9909.569609812599,9909.887005083629,9910.518946426035,9911.147107638852,9911.459777791251,9912.082311171183,9912.701120744663,9912.900302609956,9913.296878241023,8526.72000280372,9165.970064948015,9484.159729073985,10117.682640656278,10747.415979760908,10761.355246032872,10789.108644221162,10816.69602904925,10830.427776958752,10831.403517818786,10832.373422052677,10832.856196354098,10833.817411050608,10834.772876007342,10835.248463090817,10836.195367871105,10837.136608511857,10837.605115385537,10838.537923285232,10839.465151375767
265,265,16110836.0,1.000400060004,0.9996000999800037,7406.50390440371,8308.476415978068,8946.24907371014,9250.099283512087,9854.735268896127,9906.894884278952,9907.271573486008,9908.021570216071,9908.76708071268,9909.138161944778,9909.876993285237,9910.611405119716,9910.976961951308,9911.704794077265,9912.428272476742,9912.788387200171,9913.505383799364,9914.218091541688,9914.464011654898,9914.953644202244,8526.877123821929,9166.22870100791,9484.46889471367,10118.092411847041,10747.925754706006,10761.9147983079,10789.767304299383,10817.453204094452,10831.233988282684,10832.307361496563,10833.37431407314,10833.905394634301,10834.96278820085,10836.013856710293,10836.537030902517,10837.578682706684,10838.614103619118,10839.129489157764,10840.15563355146,10841.175639821877
266,266,16140422.0,1.000400060004,0.9996000999800037,7406.510390042263,8308.489590127943,8946.268896362608,9250.122415487202,9854.76498980878,9906.931154715332,9907.31110397853,9908.067591554101,9908.819554070114,9909.193846824146,9909.939072379264,9910.679840179797,9911.048560722405,9911.782691870338,9912.51243161247,9912.8756629482,9913.598864793319,9914.317740663664,9914.566730991131,9915.062476404999,8526.887445030181,9166.2456906931,9484.489203663981,10118.119329530264,10747.959241590384,10761.95155504245,10789.810571380467,10817.502942578927,10831.286947938015,10832.366734576832,10833.440062214915,10833.974315992316,10835.038027505112,10836.095376168467,10836.621676336228,10837.66955202932,10838.711159600982,10839.229624577814,10840.261900203368,10841.28800103024
267,267,16159834.0,1.000400060004,0.9996000999800037,7406.514339286714,8308.49761215043,8946.280966800954,9250.136501043104,9854.783087510103,9906.953240562161,9907.335174943484,9908.095614934133,9908.85150622318,9909.227754541813,9909.976873671414,9910.721511756032,9911.092158750149,9911.830125507697,9912.5636779157,9912.92880702352,9913.655787376007,9914.378419151832,9914.629278998624,9915.128746668059,8526.893729835308,9166.256036076893,9484.501570219516,10118.135720285049,10747.979632472683,10761.973937006667,10789.836917634355,10817.533229409173,10831.3191962083,10832.402888119148,10833.480097668951,10834.016283685798,10835.083842331602,10836.145015115404,10836.673218756732,10837.724884309311,10838.770259070503,10839.290599183312,10840.326608247477,10841.356420180522
268,268,16178780.0,1.000400060004,0.9996000999800037,7410.973061428214,8317.554526635868,8959.908568579589,9266.039183377163,9875.215507580193,9931.888302312427,9934.511447700326,9939.734189489986,9944.92569055817,9947.509783768912,9952.654773290396,9957.768986759604,9960.314609779432,9965.38300422399,9970.421080684053,9972.92880657102,9975.791965706821,9976.514597482645,9976.765457329439,9977.264924998874,8533.989314856859,9177.936040277253,9498.463490191341,10136.640986840728,10771.001068471727,10787.243317174476,10819.582006092938,10851.727253675837,10867.727698772303,10873.220467682862,10878.680380289097,10881.398076946352,10886.809073264747,10892.18770239102,10892.715906032348,10893.767571584927,10894.81294634612,10895.333286458928,10896.369295523094,10897.39910745614
269,269,16187562.0,1.000400060004,0.9996000999800037,8670.12047076983,10875.235864260187,11517.589906203906,11823.720521001482,12432.896845204512,12489.569639936746,12492.192785324645,12497.415527114304,12502.607028182489,12505.19112139323,12510.336110914714,12515.45032438392,12517.995947403751,12523.064341848309,12528.102418308372,12530.61014419534,12533.473303331139,12534.195935106964,12534.446794953757,12534.94626262319,10537.789330670863,11830.029175682435,12150.556625596526,12788.73412224591,13423.094203876912,13439.33645257966,13471.67514149812,13503.820389081022,13519.820834177488,13525.313603088047,13530.773515694282,13533.491212351537,13538.902208669931,13544.280837796205,13544.809041437533,13545.860706990112,13546.906081751304,13547.426421864113,13548.462430928277,13549.492242861324
270,270,16188436.0,1.000400060004,0.9996000999800037,7410.973061428214,8317.554526635868,8959.908568579589,9266.039183377163,9875.215507580193,9931.888302312427,9934.511447700326,9939.734189489986,9944.92569055817,9947.509783768912,9952.654773290396,9957.768986759604,9960.314609779432,9965.38300422399,9970.421080684053,9972.92880657102,9975.791965706821,9976.514597482645,9976.765457329439,9977.264924998874,8533.989314856859,9177.936040277253,9498.463490191341,10136.640986840728,10771.001068471727,10787.243317174476,10819.582006092938,10851.727253675837,10867.727698772303,10873.220467682862,10878.680380289097,10881.398076946352,10886.809073264747,10892.18770239102,10892.715906032348,10893.767571584927,10894.81294634612,10895.333286458928,10896.369295523094,10897.39910745614
271,271,16190919.0,1.000400060004,0.9996000999800037,7406.514339286714,8308.49761215043,8946.280966800954,9250.136501043104,9854.783087510103,9906.953240562161,9907.335174943484,9908.095614934133,9908.85150622318,9909.227754541813,9909.976873671414,9910.721511756032,9911.092158750149,9911.830125507697,9912.5636779157,9912.92880702352,9913.655787376007,9914.378419151832,9914.629278998624,9915.128746668059,8526.893729835308,9166.256036076893,9484.501570219516,10118.135720285049,10747.979632472683,10761.973937006667,10789.836917634355,10817.533229409173,10831.3191962083,10832.402888119148,10833.480097668951,10834.016283685798,10835.083842331602,10836.145015115404,10836.673218756732,10837.724884309311,10838.770259070503,10839.290599183312,10840.326608247477,10841.356420180522
272,272,16199768.0,1.000400060004,0.9996000999800037,7407.000553797516,8309.48525011175,8947.767028843382,9251.870655957027,9857.011201039859,9909.672357938394,9910.298691786333,9911.545736642098,9912.785322086203,9913.402331365058,9914.63081115099,9915.851942475285,9916.459766147113,9917.669957168158,9918.872909101357,9919.471683996417,9920.663858421696,9921.848901620024,9922.329928891497,9923.287665146572,8527.66748883859,9167.529716595263,9486.024088975682,10120.153681674008,10750.490072882967,10764.729511121104,10793.080558564357,10821.262017670379,10835.289468788971,10836.853961509663,10838.409095844854,10839.183171125747,10840.72437274731,10842.256355296075,10843.018906666653,10844.537163917761,10846.046339346596,10846.79753838262,10848.293192842373,10849.779900694304
273,273,16204187.0,1.000400060004,0.9996000999800037,7442.964393595035,8382.537889697072,9057.686613791167,9380.140931982934,10021.818125256306,10110.797374853268,10129.501209616259,10166.740967616022,10203.75796964693,10222.18335035547,10258.86871072897,10295.334628368151,10313.485704763461,10349.62491864081,10385.547955948252,10403.428814110792,10439.03000911645,10474.418248537786,10491.924074954195,10526.778574123688,8584.900138662077,9261.740072514582,9598.640268499168,10269.416277704488,10936.179875903532,10968.551124421278,11033.003021130658,11097.069383936348,11128.958711214325,11166.086608390448,11202.992416214485,11221.362452108855,11257.937614508919,11294.293993668596,11312.390548867532,11348.4212049137,11384.236334892525,11402.06348116131,11437.557737068191,11472.839675761386
274,274,16250585.0,1.000400060004,0.9996000999800037,7407.000553797516,8309.48525011175,8947.767028843382,9251.870655957027,9857.011201039859,9909.672357938394,9910.298691786333,9911.545736642098,9912.785322086203,9913.402331365058,9914.63081115099,9915.851942475285,9916.459766147113,9917.669957168158,9918.872909101357,9919.471683996417,9920.663858421696,9921.848901620024,9922.329928891497,9923.287665146572,8527.66748883859,9167.529716595263,9486.024088975682,10120.153681674008,10750.490072882967,10764.729511121104,10793.080558564357,10821.262017670379,10835.289468788971,10836.853961509663,10838.409095844854,10839.183171125747,10840.72437274731,10842.256355296075,10843.018906666653,10844.537163917761,10846.046339346596,10846.79753838262,10848.293192842373,10849.779900694304
275,275,16284764.0,1.00020001,0.9998000299960006,7503.049649546845,8405.534345861079,9043.816124592711,9347.919751706357,9953.060296789188,10005.721453687724,10006.34778753566,10007.594832391427,10008.834417835533,10009.451427114387,10010.67990690032,10011.901038224614,10012.508861896442,10013.719052917486,10014.922004850687,10015.520779745744,10016.712954171026,10017.897997369353,10018.379024640826,10019.336760895902,8431.584046200054,9071.446273956728,9389.940646337149,10024.070239035473,10654.406630244432,10668.646068482569,10696.997115925822,10725.178575031843,10739.206026150436,10740.770518871128,10742.325653206319,10743.099728487214,10744.640930108777,10746.17291265754,10746.935464028118,10748.453721279226,10749.96289670806,10750.714095744084,10752.209750203838,10753.696458055769
276,276,16286071.0,1.001000450120021,0.9990005497800716,7003.503524245069,7905.988220559301,8544.269999290935,8848.37362640458,9453.51417148741,9506.175328385945,9506.801662233884,9508.04870708965,9509.288292533756,9509.90530181261,9511.13378159854,9512.354912922838,9512.962736594665,9514.17292761571,9515.37587954891,9515.974654443968,9517.166828869247,9518.351872067577,9518.83289933905,9519.790635594125,8931.465841900588,9571.328069657262,9889.822442037681,10523.952034736007,11154.288425944966,11168.527864183103,11196.878911626356,11225.060370732377,11239.08782185097,11240.652314571662,11242.207448906853,11242.981524187746,11244.52272580931,11246.054708358073,11246.817259728652,11248.33551697976,11249.844692408595,11250.595891444618,11252.091545904372,11253.578253756303
277,277,16309477.0,1.0001,0.9999000099990001,7616.136222402416,8518.62091871665,9156.902697448282,9461.006324561928,10066.146869644757,10118.808026543293,10119.434360391231,10120.681405246998,10121.920990691104,10122.537999969956,10123.766479755888,10124.987611080185,10125.595434752013,10126.805625773057,10128.008577706258,10128.607352601315,10129.799527026595,10130.984570224924,10131.465597496397,10132.423333751472,8318.475450524544,8958.337678281217,9276.832050661638,9910.961643359962,10541.298034568923,10555.537472807058,10583.888520250313,10612.069979356333,10626.097430474925,10627.66192319562,10629.217057530808,10629.991132811703,10631.532334433266,10633.064316982029,10633.826868352608,10635.345125603715,10636.854301032552,10637.605500068574,10639.101154528327,10640.58786238026
278,278,16326836.0,1.0001,0.9999000099990001,7617.103141271544,8519.587837585777,9157.86961631741,9461.973243431055,10067.113788513885,10119.77494541242,10120.401279260359,10121.648324116126,10122.887909560231,10123.504918839084,10124.733398625016,10125.954529949313,10126.56235362114,10127.772544642185,10128.975496575385,10129.574271470443,10130.766445895722,10131.951489094052,10132.432516365525,10133.3902526206,8317.508429216217,8957.370656972891,9275.865029353312,9909.994622051636,10540.331013260597,10554.570451498732,10582.921498941987,10611.102958048006,10625.130409166599,10626.694901887293,10628.250036222482,10629.024111503377,10630.56531312494,10632.097295673702,10632.859847044281,10634.378104295389,10635.887279724226,10636.638478760247,10638.13413322,10639.620841071934
279,279,16330566.0,0.9999000099990001,1.0001,3861.3063509111603,8270.52318196032,8919.894636361256,9238.556871956658,9845.853204881309,10174.171114994459,10200.462201051669,10201.712992586989,10202.956302085306,10203.57516519948,10204.807335712667,10206.032135715255,10206.641785588561,10207.855612404592,10209.062178444792,10209.662752214634,10210.858508417257,10212.047111882035,10212.638744733298,10213.599358396508,8557.22596209822,9195.171576550669,9512.71194219448,10144.942092060699,10473.876998696089,10488.073784645247,10516.339910645185,10544.436956363956,10545.220376035995,10546.780182547152,10548.330658700734,10549.102415344965,10550.639000513498,10552.166394241638,10552.926661497746,10554.440371030007,10555.945025957604,10556.69397487514,10558.185149317831,10559.667403952973
280,280,16335196.0,0.9999000099990001,1.0001,3877.2483809103014,8286.465211959461,8935.836666360397,9254.498901955798,9861.79523488045,10190.1131449936,10216.40423105081,10217.65502258613,10218.898332084445,10219.517195198621,10220.749365711808,10221.974165714397,10222.583815587703,10223.797642403733,10225.004208443934,10225.604782213775,10226.800538416399,10227.989141881177,10228.58077473244,10229.54138839565,8541.284455574278,9179.230070026724,9496.770435670536,10129.000585536754,10457.935492172146,10472.132278121304,10500.39840412124,10528.495449840013,10529.27886951205,10530.838676023208,10532.38915217679,10533.160908821023,10534.697493989555,10536.224887717695,10536.985154973803,10538.498864506064,10540.003519433661,10540.752468351197,10542.243642793888,10543.72589742903
281,281,16360397.0,0.9999000099990001,1.0001,4014.868809849828,8575.648896905026,9225.020351305962,9543.682586901365,10150.978919826015,10479.296829939165,10505.587915996375,10506.838707531695,10508.08201703001,10508.700880144186,10509.933050657373,10511.157850659962,10511.767500533268,10512.981327349298,10514.187893389499,10514.78846715934,10515.984223361964,10517.172826826742,10517.764459678005,10518.725073341215,8859.263944396276,9497.209558848725,9814.749924492537,10446.980074358755,10775.914980994145,10790.111766943302,10818.377892943241,10846.474938662011,10847.258358334051,10848.818164845208,10850.36864099879,10851.140397643021,10852.676982811554,10854.204376539694,10854.964643795802,10856.478353328062,10857.98300825566,10858.731957173195,10860.223131615887,10861.70538625103
282,282,16385151.0,0.9999000099990001,1.0001,3862.292878344327,8271.509709393487,8920.881163794424,9239.543399389824,9846.839732314476,10175.157642427626,10201.448728484836,10202.699520020155,10203.942829518472,10204.561692632646,10205.793863145835,10207.018663148421,10207.628313021729,10208.84213983776,10210.048705877958,10210.649279647801,10211.845035850425,10213.033639315203,10213.625272166466,10214.585885829676,8556.239455575082,9194.18507002753,9511.72543567134,10143.95558553756,10472.89049217295,10487.087278122108,10515.353404122046,10543.450449840817,10544.233869512855,10545.793676024012,10547.344152177595,10548.115908821826,10549.65249399036,10551.1798877185,10551.940154974607,10553.453864506868,10554.958519434465,10555.707468352,10557.198642794692,10558.680897429835
283,283,16432702.0,0.9999000099990001,1.0001,3877.685096343498,8286.901927392657,8936.273381793595,9254.935617388996,9862.231950313648,10190.549860426798,10216.840946484006,10218.091738019326,10219.335047517643,10219.953910631817,10221.186081145004,10222.410881147593,10223.020531020898,10224.23435783693,10225.44092387713,10226.041497646971,10227.237253849595,10228.425857314372,10229.017490165637,10229.978103828846,8540.84776004848,9178.793374500929,9496.33374014474,10128.563890010959,10457.49879664635,10471.695582595508,10499.961708595445,10528.058754314217,10528.842173986255,10530.401980497412,10531.952456650994,10532.724213295227,10534.26079846376,10535.7881921919,10536.548459448008,10538.062168980268,10539.566823907866,10540.3157728254,10541.806947268093,10543.289201903235
284,284,16478297.0,0.9999000099990001,1.0001,3851.0379884395484,8207.603449105858,8804.638481673343,9097.25001851548,9652.678823172899,9929.439458501218,9930.067674010177,9931.318465545495,9932.561775043812,9933.180638157986,9934.412808671175,9935.637608673762,9936.24725854707,9937.4610853631,9938.6676514033,9939.268225173142,9940.463981375766,9941.652584840544,9942.244217691807,9943.204831355017,8435.747269579779,9021.51322723374,9313.08092855697,9893.598908153017,10196.793843911577,10210.990629860735,10239.256755860672,10267.353801579444,10268.137221251482,10269.697027762639,10271.24750391622,10272.019260560452,10273.555845728986,10275.083239457126,10275.843506713234,10277.357216245495,10278.861871173092,10279.610820090626,10281.10199453332,10282.584249168462
