,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20,USDT-slippagemap_01,USDT-slippagemap_2,USDT-slippagemap_3,USDT-slippagemap_4,USDT-slippagemap_5,USDT-slippagemap_6,USDT-slippagemap_7,USDT-slippagemap_8,USDT-slippagemap_9,USDT-slippagemap_10,USDT-slippagemap_11,USDT-slippagemap_12,USDT-slippagemap_13,USDT-slippagemap_14,USDT-slippagemap_15,USDT-slippagemap_16,USDT-slippagemap_17,USDT-slippagemap_18,USDT-slippagemap_19,USDT-slippagemap_20
1325,1325,15987626.0,1.0011031969086985,0.9988980187935619,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,1442.021307498208,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986,364061.17284329986
1326,1326,15988867.0,1.000302674628223,0.9996974169559872,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,8128.76075850819,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942,361436.2636511942
1327,1327,15989486.0,1.0005027451661754,0.9994975074595204,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,1931.1112320188731,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829,363571.9361803829
1328,1328,15990098.0,1.0007028557202362,0.9992976379389561,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,1781.145228928035,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166,363721.97887594166
1329,1329,15990654.0,1.0000026438339937,0.9999973561729961,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,105924.69280347259,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567,345427.3002762567
1330,1330,15991242.0,1.000302674628223,0.9996974169559872,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,6313.839654197049,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654,363251.867183654
1331,1331,15992373.0,1.0005027451661754,0.9994975074595204,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,1945.8701360328928,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345,363557.16929797345
1332,1332,15993273.0,1.000302674628223,0.9996974169559872,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,6358.30941595518,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568,363207.3797508568
1333,1333,15993800.0,1.0007028557202362,0.9992976379389561,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,116650.49245363742,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544,501032.24326781544
1334,1334,15994361.0,1.0009030062984088,0.9990978083863008,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,102220.15500063793,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253,515474.38427928253
1335,1335,15994864.0,1.0008029260058082,0.9991977181671393,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,103504.1521470105,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511,514189.768784511
1336,1336,15995421.0,1.0007028557202362,0.9992976379389561,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,120964.88496688943,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333,496715.18471284333
1337,1337,15995948.0,1.0006027954406922,0.9993975677027499,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,159011.58766729696,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366,532339.562567366
1338,1338,15996724.0,1.0007028557202362,0.9992976379389561,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,148655.22750064143,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903,542703.543348903
1339,1339,15997244.0,1.0007028557202362,0.9992976379389561,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,146189.66904755984,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376,545171.0366588376
1340,1340,15997791.0,1.0008029260058082,0.9991977181671393,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,139179.9238157175,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645,552186.2985886645
1341,1341,15998390.0,1.0007028557202362,0.9992976379389561,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,148758.13031012382,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116,562600.0075903116
1342,1342,15998930.0,1.0010030965990384,0.9989979085954415,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,110827.15158959798,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196,600565.6182978196
1343,1343,15999442.0,1.0012033072283895,0.9987981389796639,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,84743.2412604356,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692,626679.8703934692
1344,1344,16000002.0,1.0011031969086985,0.9988980187935619,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,94082.74154584754,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789,617328.9055538789
1345,1345,16000611.0,1.0010030965990384,0.9989979085954415,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,108729.71127629677,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503,602665.3071781503
1346,1346,16001166.0,1.0010030965990384,0.9989979085954415,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,111700.09050665639,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354,599691.7534408354
1347,1347,16001768.0,1.0010030965990384,0.9989979085954415,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,109752.73658766574,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247,601641.1809342247
1348,1348,16002517.0,1.0010030965990384,0.9989979085954415,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,113287.87296499113,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847,598102.3017091847
1349,1349,16003078.0,1.0010030965990384,0.9989979085954415,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,109722.18771898051,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676,601671.7625624676
1350,1350,16003770.0,1.0011031969086985,0.9988980187935619,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,103402.57429244222,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878,607998.2962680878
1351,1351,16004434.0,1.0011031969086985,0.9988980187935619,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,101701.6907614694,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882,609701.0970659882
1352,1352,16004937.0,1.0010030965990384,0.9989979085954415,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,114086.62957411484,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159,597302.7126239159
1353,1353,16005618.0,1.0010030965990384,0.9989979085954415,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,112944.72702701531,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337,598445.8067745337
1354,1354,16006157.0,1.0011031969086985,0.9988980187935619,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,105499.23736245735,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437,605899.3001936437
1355,1355,16006677.0,1.0010030965990384,0.9989979085954415,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,115748.0936736912,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857,595639.5325221857
1356,1356,16007407.0,1.0010030965990384,0.9989979085954415,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,109576.93274054363,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228,601817.1734048228
1357,1357,16007992.0,1.0010030965990384,0.9989979085954415,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,111076.78386312356,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694,600315.7206415694
1358,1358,16008508.0,1.0010030965990384,0.9989979085954415,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,109711.15221735291,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397,601682.8098999397
1359,1359,16009051.0,1.0011031969086985,0.9988980187935619,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,98004.90526599869,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305,613402.1258141305
1360,1360,16009679.0,1.0011031969086985,0.9988980187935619,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,95522.05815138793,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172,615887.8813654172
1361,1361,16010208.0,1.0013034275591122,0.9986982691527487,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,66938.40431392906,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511,644508.4086446511
1362,1362,16010758.0,1.0012033072283895,0.9987981389796639,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,80492.33641830576,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856,630936.21392856
