block,reserve USDT,reserve USDC,price,volume for slippage 5%
16847779,39932752.771441,192898896.679322,1.0026587715935928,202055680
16847825,42492434.023794,190274185.691361,1.0023302916786454,199352320
16847882,44338625.672028,188595791.413526,1.0021279299691626,197632000
16847921,46013538.828851,187118218.055274,1.0019670672369159,196108288
16848032,46404673.269965,186699983.589373,1.0019306928561331,195682304
16848174,45045448.490357,188193814.696939,1.0020604226730672,197222400
16848230,47718884.358205,185494921.295627,1.0018185951023646,194437120
16848288,48885002.760845,184326271.937227,1.001725094854221,193224704
16848335,52549570.998095,180048201.555094,1.0014650509811833,188768256
16848408,55718324.953868,178773666.636395,1.001290478221735,187457536
16848455,60663855.292248,168702676.253737,1.0010446978792156,176889856
16848544,56351878.833492,167970836.203312,1.0012291315089132,176087040
16848635,53820641.977674,168552283.941982,1.001361675317852,176676864
16848678,52695799.932212,169025427.614104,1.0014262578329953,177152000
16848738,50958830.501862,171389397.489435,1.0015425639608457,179625984
16848781,49861184.757826,173125945.423656,1.0016260150039809,181444608
16848832,47264991.845445,176078797.190511,1.0018313412389919,184508416
16848922,47131480.16351,175723514.149271,1.001841466844351,184131584
16848955,44794500.271074,177504066.446028,1.0020542275912672,185966592
16849029,44161709.790637,177712687.988019,1.0021133696472022,186179584
16849152,43167419.354372,179233380.858558,1.0022212361479246,187768832
16849194,49670666.005979,172638588.071217,1.0016330696332754,180920320
16849238,53232580.648538,169409751.237854,1.0013972252307008,177561600
16849295,52974037.828742,171980916.304938,1.0014179651052102,180281344
16849359,57150574.303113,168651288.362825,1.00119383687399,176807936
16849425,52859028.456813,173105338.075012,1.001429685796207,181460992
16849510,51645492.556532,174370806.671937,1.0015064830631997,182771712
16849590,46941193.183308,179092733.869934,1.0018615677740303,187686912
16849693,46370383.458659,179862161.203116,1.0019123843144766,188489728
16849833,45265930.103034,180667625.079659,1.0020116716646683,189308928
16849907,47031332.42769,178899022.239126,1.0018509329772052,187473920
16850036,46070741.433226,179861528.871186,1.0019339278759078,188473344
16850107,46324558.05276,180821056.874436,1.0019146415125724,189489152
16850212,44349750.331693,182710017.646499,1.0021029280492464,191438848
16850320,43545330.060135,183760955.798142,1.0021904540306283,192536576
16850487,42735780.955786,184025356.686911,1.002278677028961,192798720
16850523,37304237.693055,181444464.340089,1.0030190441403561,189931520
16850591,38244381.606475,181395676.306882,1.0028717404761027,189915136
16850623,38551591.154131,182161314.357068,1.002829012733177,190717952
16850672,38723530.171808,183602039.202944,1.0028133013851528,192241664
16850729,40074592.309621,183159713.109029,1.0026223125828733,191815680
16850795,40143835.21693,183568447.104107,1.002613118225794,192241664
16850866,40707358.160168,183625242.641476,1.0025386785757093,192323584
16850909,41856751.979706,181836065.155941,1.002390702125123,190472192
16850963,42763954.474834,182203410.657688,1.0022847365650625,190865408
16851134,42534188.063589,182756259.061675,1.0023154706922663,191455232
16851227,42188462.707384,183200007.229307,1.002356822343368,191913984
16851306,41085027.275328,184570288.101827,1.0024975103842106,193323008
16851386,41917916.234253,186750326.870753,1.0024335561294757,195616768
16851542,42251948.059865,187242083.121908,1.002395190269326,196141056
16851614,41717890.265928,187244949.098986,1.0024589717366297,196141056
16851664,43128156.296342,187348247.653865,1.0022957154225325,196272128
16851791,42957510.388694,187306206.288912,1.0023126980517263,196222976
16851894,42364376.967935,188301082.509812,1.0023857502362812,197255168
16851991,41680221.320589,189182203.484578,1.0024710306988198,198172672
16852041,40462349.624442,190517440.841632,1.0026316749827062,199548928
16852101,40669483.695883,190636729.294096,1.0026045258557212,199680000
16852161,40750626.042266,191101690.698195,1.00259997916695,200171520
16852206,39700907.250038,191632666.320271,1.0027393060366647,200695808
16852321,39741621.990731,191790960.005702,1.0027328929352124,200859648
16852574,40446174.642869,191441220.182796,1.002638847788514,200515584
16852853,40512605.786378,191081794.013943,1.0026234342790585,200138752
16852929,39904963.333596,191311050.091852,1.0027080492055949,200368128
16853026,39558824.736899,191649645.761236,1.0027566206475365,200712192
16853124,39959955.384001,191216614.949205,1.002698182631374,200269824
16853223,39919186.085735,191023834.374637,1.0027024945391503,200056832
16853285,39603234.462659,191324014.952793,1.0027484824063082,200368128
16853333,39758384.707928,191318067.285546,1.0027248654507166,200368128
16853419,39009541.454591,191872882.776924,1.0028330971461152,200925184
16853483,39128267.778381,191580350.602219,1.002812146901649,200630272
16853616,39046341.304336,188391568.879004,1.002813242296888,197271552
16853746,39383862.894476,188377740.568604,1.0027630709106703,197271552
16853895,39423479.654408,188293905.071652,1.0027565467437722,197173248
16854011,39379126.008444,188614981.386147,1.0027612238901364,197517312
16854094,39572218.819734,188915134.496534,1.0027409267375769,197844992
